ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180003300,1,1,001,000339,202507,,,(株)光洋金属防蝕,(株)光洋金属防蝕,8642,30,30,20,R5.5.15,R5.5.15,R5.9.30,R5.9.30,352770,352770,もみじ銀行福山支店,もみじ銀行福山支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180003300,1,2,001,000339,202507,,,(株)アユテック,(株)アユテック,8643,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,206800,206800,しまなみ信用金庫曙支店,しまなみ信用金庫曙支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180003300,1,3,001,000339,202507,,,(株)オーム技研,(株)オーム技研,8644,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,843986,843986,しまなみ信用金庫曙支店,しまなみ信用金庫曙支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180003300,1,4,001,000339,202507,,,(有)雄信精工,(有)雄信精工,8645,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,200090,200090,しまなみ信用金庫曙支店,しまなみ信用金庫曙支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180003300,1,5,001,000339,202507,,,(株)ユーテック,(株)ユーテック,8646,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,393800,393800,しまなみ信用金庫曙支店,しまなみ信用金庫曙支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180003300,1,6,001,000339,202507,,,キソメック(株),キソメック(株),8647,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,9934185,9934185,しまなみ信用金庫曙支店,しまなみ信用金庫曙支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180003300,1,7,001,000339,202507,,,(有)岡村金属,(有)岡村金属,8648,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,268004,268004,三菱UFJ銀行福山支店,三菱UFJ銀行福山支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180003300,1,8,001,000339,202507,,,伸和コントロールズ(株),伸和コントロールズ(株),8649,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,1000000,1000000,三菱UFJ銀行福山支店,三菱UFJ銀行福山支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180003300,1,9,001,000339,202507,,,伸和コントロールズ(株),伸和コントロールズ(株),8649,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,9800,9800,三菱UFJ銀行福山支店,三菱UFJ銀行福山支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180003300,1,10,001,000339,202507,,,(株)NRC,(株)NRC,8650,30,30,20,R5.6.15,R5.6.15,R5.10.31,R5.10.31,893328,893328,三菱UFJ銀行福山支店,三菱UFJ銀行福山支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
