ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180000690,1,1,001,000072,202507,,,鈴木商店,鈴木商店,8256,30,30,20,3・12・20,3・12・20,4・5・5,4・5・5,1515360,1515360,朝日信用金庫,朝日信用金庫,,西町支店,17245,17245,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180000690,1,2,001,000072,202507,,,鈴木商店,鈴木商店,8256,30,30,20,4・2・21,4・2・21,4・7・5,4・7・5,1082400,1082400,朝日信用金庫,朝日信用金庫,,西町支店,17488,17488,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180000690,1,3,001,000072,202507,,,鈴木商店,鈴木商店,8256,30,30,20,4・3・22,4・3・22,4・8・5,4・8・5,1515360,1515360,朝日信用金庫,朝日信用金庫,,西町支店,17792,17792,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180000690,1,4,001,000072,202507,,,鈴木商店,鈴木商店,8256,30,30,20,4・4・20,4・4・20,4・9・5,4・9・5,1515360,1515360,朝日信用金庫,朝日信用金庫,,西町支店,18029,18029,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180000690,1,5,001,000072,202507,,,(株)トシン,(株)トシン,8257,30,30,20,3・12・20,3・12・20,4・5・5,4・5・5,2359390,2359390,朝日信用金庫,朝日信用金庫,,西町支店,17246,17246,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180000690,1,6,001,000072,202507,,,(株)トシン,(株)トシン,8257,30,30,20,4・1・20,4・1・20,4・6・5,4・6・5,1415782,1415782,朝日信用金庫,朝日信用金庫,,西町支店,17456,17456,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180000690,1,7,001,000072,202507,,,(株)トシン,(株)トシン,8257,30,30,20,4・2・21,4・2・21,4・7・5,4・7・5,1883509,1883509,朝日信用金庫,朝日信用金庫,,西町支店,17489,17489,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180000690,1,8,001,000072,202507,,,(株)トシン,(株)トシン,8257,30,30,20,4・3・22,4・3・22,4・8・5,4・8・5,1518260,1518260,朝日信用金庫,朝日信用金庫,,西町支店,17793,17793,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180000690,1,9,001,000072,202507,,,(株)トシン,(株)トシン,8257,30,30,20,4・4・20,4・4・20,4・9・5,4・9・5,1486206,1486206,朝日信用金庫,朝日信用金庫,,西町支店,18030,18030,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180000690,1,10,001,000072,202507,,,中央ばね工業(株),中央ばね工業(株),8258,30,30,20,3・12・20,3・12・20,4・5・5,4・5・5,1000000,1000000,朝日信用金庫,朝日信用金庫,,西町支店,17247,17247,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
