ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180001350,1,1,001,000139,202507,,,国際興業(株),国際興業(株),8613,30,30,20,令5.5.25,令5.5.25,令5.9.21,令5.9.21,701151,701151,スルガ銀行,スルガ銀行,,本店営業部,AC10798,AC10798,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180001350,1,2,001,000139,202507,,,,,,30,30,20,,,小計,小計,1569601,1569601,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180001350,1,3,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.2.27,令5.2.27,令5.6.21,令5.6.21,2402631,2402631,スルガ銀行,スルガ銀行,,本店営業部,AC10492,AC10492,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180001350,1,4,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.2.27,令5.2.27,令5.6.21,令5.6.21,500000,500000,スルガ銀行,スルガ銀行,,本店営業部,AC10493,AC10493,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180001350,1,5,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.3.27,令5.3.27,令5.7.21,令5.7.21,1000000,1000000,スルが銀行,スルが銀行,,本店営業部,AC10516,AC10516,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180001350,1,6,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.3.27,令5.3.27,令5.7.21,令5.7.21,1000000,1000000,スルガ銀行,スルガ銀行,,本店営業部,AC10517,AC10517,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180001350,1,7,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.3.27,令5.3.27,令5.7.21,令5.7.21,749560,749560,スルガ銀行,スルガ銀行,,本店営業部,AC10518,AC10518,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180001350,1,8,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.4.25,令5.4.25,令5.8.21,令5.8.21,1951150,1951150,スルガ銀行,スルガ銀行,,本店営業部,AC10547,AC10547,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180001350,1,9,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.4.25,令5.4.25,令5.8.21,令5.8.21,1500000,1500000,スルガ銀行,スルガ銀行,,本店営業部,AC10548,AC10548,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180001350,1,10,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.4.25,令5.4.25,令5.8.21,令5.8.21,1000000,1000000,スルガ銀行,スルガ銀行,,本店営業部,AC10549,AC10549,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180001350,1,11,001,000139,202507,,,三昌産業(株),三昌産業(株),8614,30,30,20,令5.5.25,令5.5.25,令5.9.21,令5.9.21,1769300,1769300,スルガ銀行,スルガ銀行,,本店営業部,AC10800,AC10800,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
