ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180002100,1,1,001,000217,202507,,,新東鋳造株式会社,新東鋳造株式会社,8755,30,30,20,5.3.20,5.3.20,5.7.10,5.7.10,3600000,3600000,商工組合中央金庫,商工組合中央金庫,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180002100,1,2,001,000217,202507,,,東京ミニッグ株式会社,東京ミニッグ株式会社,8756,30,30,20,5.3.20,5.3.20,5.7.10,5.7.10,1855508,1855508,商工組合中央金庫,商工組合中央金庫,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180002100,1,3,001,000217,202507,,,株式会社本田技巧,株式会社本田技巧,8757,30,30,20,5.3.20,5.3.20,5.7.10,5.7.10,1947844,1947844,商工組合中央金庫,商工組合中央金庫,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180002100,1,4,001,000217,202507,,,有限会社ミテック,有限会社ミテック,8758,30,30,20,5.3.20,5.3.20,5.7.10,5.7.10,300000,300000,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180002100,1,5,001,000217,202507,,,有限会社ミテック,有限会社ミテック,8758,30,30,20,5.3.20,5.3.20,5.7.10,5.7.10,959170,959170,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180002100,1,6,001,000217,202507,,,株式会社乾製作所,株式会社乾製作所,8759,30,30,20,5.4.20,5.4.20,5.8.10,5.8.10,481424,481424,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180002100,1,7,001,000217,202507,,,有限会社三協鉄工所,有限会社三協鉄工所,8760,30,30,20,5.4.20,5.4.20,5.8.10,5.8.10,1611797,1611797,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180002100,1,8,001,000217,202507,,,新東鋳造株式会社,新東鋳造株式会社,8755,30,30,20,5.4.20,5.4.20,5.8.10,5.8.10,3000000,3000000,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180002100,1,9,001,000217,202507,,,新東鋳造株式会社,新東鋳造株式会社,8755,30,30,20,5.4.20,5.4.20,5.8.10,5.8.10,2300000,2300000,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180002100,1,10,001,000217,202507,,,ストロングスチール株式会社,ストロングスチール株式会社,8761,30,30,20,5.4.20,5.4.20,5.8.10,5.8.10,1327723,1327723,京都銀行,京都銀行,,尼崎支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
